ID_ATRATIVO_TURISTICO;DESCRICAO;CATEGORIA;TIPO_LOGRADOURO;LOGRADOURO;NUMERO;COMPLEMENTO;NOME_BAIRRO_POPULAR;LINK_SITE_REDE_SOCIAL;REF_LOCALIZACAO;GEOMETRIA
64;Igreja São Francisco de Assis;CULTURAL;AVENIDA;OTACILIO NEGRAO DE LIMA;0;;Lagoa da Pampulha;;;POINT (606895.66 7803860.17)
65;Memorial MinasJapão;CULTURAL;AVENIDA;OTACILIO NEGRAO DE LIMA;0;;Lagoa da Pampulha;;;POINT (605353.06 7804470.98)
66;Feira da Afonso Pena (Feira Hippie);GASTRONOMIA E COMPRAS;;;0;;;;Parque Municipal;POINT (611444.00 7796519.40)
67;Feira de Flores e Plantas Naturais;GASTRONOMIA E COMPRAS;;;0;;;;Avenida Carandaí entre Avenida Brasil e Rua Ceará;POINT (612201.72 7796098.51)
68;Serra do Curral;NATURAL;;;0;;;;Praça Estado de Israel;POINT (613705.78 7792528.40)
69;Viaduto Santa Tereza;CULTURAL;;;0;;;;Entre Rua da Bahia e Sapucai;POINT (611467.60 7796995.93)
70;Palácio da Liberdade;CULTURAL;;;0;;;;Praça da Liberdade;POINT (611094.51 7795520.09)
71;Mirante de Arte Urbana da Rua Sapucaí;CULTURAL;;;0;;;;Rua Sapucai, sn;POINT (611775.72 7797532.09)
72;Mirante do Mangabeiras;ENTRETENIMENTO E LAZER;;;0;;;;Entre a Praça do Papa e Parque Mangabeiras;POINT (613755.10 7793386.86)
73;Arquivo Público da Cidade de Belo Horizonte;CULTURAL;RUA;DO ITAMBE;0;;Floresta;;;POINT (611813.27 7796936.54)
74;Biblioteca Infantil Juvenil De Belo Horizonte;CULTURAL;PRACA;RUI BARBOSA;0;;Centro;;;POINT (611595.72 7797479.17)
75;Centro Cultural Usina de Cultura;CULTURAL;RUA;DOM CABRAL;0;;Ipiranga;;;POINT (611877.95 7800785.43)
76;Biblioteca do Centro Cultural Usina de Cultura;CULTURAL;RUA;DOM CABRAL;0;;Ipiranga;;;POINT (611877.95 7800785.43)
77;Centro de Referência da Cultura Popular e Tradicional Lagoa Do Nado;CULTURAL;RUA;MINISTRO HERMENEGILDO DE BARROS;0;;Itapoã;;;POINT (608723.26 7806648.24)
78;Biblioteca do Centro de Referência da Cultura Popular e Tradicional Lagoa do Nado;CULTURAL;RUA;MINISTRO HERMENEGILDO DE BARROS;0;;Itapoã;;;POINT (608723.26 7806648.24)
79;Centro De Referência Da Memória De Venda Nova;CULTURAL;RUA;BOA VISTA;0;;São João Batista;;;POINT (609580.16 7808199.68)
80;Casa Do BaileCentro de Referência de Arquitetura, Urbanismo e Design ;CULTURAL;AVENIDA;OTACILIO NEGRAO DE LIMA;0;;Lagoa da Pampulha;;;POINT (607839.77 7804288.39)
81;Centro Cultural Alto Vera Cruz;CULTURAL;RUA;PADRE JULIO MARIA;0;;Alto Vera Cruz;;;POINT (616243.10 7797578.02)
82;Biblioteca do Centro Cultural Alto Vera Cruz;CULTURAL;RUA;PADRE JULIO MARIA;0;;Alto Vera Cruz;;;POINT (616243.10 7797578.02)
83;Centro Cultural Bairro das Indústrias;CULTURAL;RUA;DOS INDUSTRIARIOS;0;;Bairro das Indústrias I;;;POINT (604588.60 7792374.90)
84;Biblioteca do Centro Cultural Bairro das Indústrias;CULTURAL;RUA;DOS INDUSTRIARIOS;0;;Bairro das Indústrias I;;;POINT (604588.60 7792374.90)
85;Centro Cultural Jardim Guanabara;CULTURAL;RUA;JOAO ALVARES CABRAL;0;;Jardim Guanabara;;;POINT (611730.56 7807105.53)
86;Biblioteca do Centro Cultural Jardim Guanabara;CULTURAL;RUA;JOAO ALVARES CABRAL;0;;Jardim Guanabara;;;POINT (611730.56 7807105.53)
87;Centro Cultural Liberalino Alves de Oliveira;CULTURAL;AVENIDA;PRESIDENTE ANTONIO CARLOS;0;;Lagoinha;;;POINT (610402.79 7798716.28)
88;Biblioteca do Centro Cultural Liberalino Alves de Oliveira;CULTURAL;AVENIDA;PRESIDENTE ANTONIO CARLOS;0;;Lagoinha;;;POINT (610402.79 7798716.28)
89;Centro Cultural Lindeia Regina;CULTURAL;RUA;ARISTOLINO BASILIO DE OLIVEIRA;0;;Lindéia;;;POINT (598879.82 7790142.77)
90;Biblioteca do Centro Cultural Lindeia Regina;CULTURAL;RUA;ARISTOLINO BASILIO DE OLIVEIRA;0;;Lindéia;;;POINT (598879.82 7790142.77)
91;Centro Cultural Padre Eustáquio;CULTURAL;RUA;JACUTINGA;0;;Padre Eustáquio;;;POINT (605851.47 7797621.25)
92;Biblioteca do Centro Cultural Padre Eustáquio;CULTURAL;RUA;JACUTINGA;0;;Padre Eustáquio;;;POINT (605851.47 7797621.25)
93;Centro Cultural Pampulha;CULTURAL;RUA;EXPEDICIONARIO PAULO DE SOUZA;0;;Urca;;;POINT (603167.78 7802455.67)
94;Biblioteca do Centro Cultural Pampulha;CULTURAL;RUA;EXPEDICIONARIO PAULO DE SOUZA;0;;Urca;;;POINT (603167.78 7802455.67)
95;Centro Cultural Salgado Filho;CULTURAL;RUA;NOVA PONTE;0;;Salgado Filho;;;POINT (606172.03 7794286.26)
96;Biblioteca do Centro Cultural Salgado Filho;CULTURAL;RUA;NOVA PONTE;0;;Salgado Filho;;;POINT (606172.03 7794286.26)
97;Centro Cultural São Bernardo;CULTURAL;RUA;EDNA QUENTEL;0;;São Bernardo;;;POINT (610429.02 7805176.23)
98;Biblioteca do Centro Cultural São Bernardo;CULTURAL;RUA;EDNA QUENTEL;0;;São Bernardo;;;POINT (610429.02 7805176.23)
99;Centro Cultural São Geraldo;CULTURAL;RUA;SILVA ALVARENGA;0;;São Geraldo;;;POINT (615361.73 7799308.11)
100;Biblioteca do Centro Cultural São Geraldo;CULTURAL;RUA;SILVA ALVARENGA;0;;São Geraldo;;;POINT (615361.73 7799308.11)
101;Centro Cultural Urucuia;CULTURAL;RUA;W TRES;0;;Pongelupe;;;POINT (603621.71 7787257.05)
102;Biblioteca do Centro Cultural Urucuia;CULTURAL;RUA;W TRES;0;;Pongelupe;;;POINT (603621.71 7787257.05)
103;Centro Cultural Venda Nova;CULTURAL;RUA;JOSE FERREIRA DOS SANTOS;0;;Jardim dos Comerciários;;;POINT (607588.26 7810333.57)
104;Biblioteca do Centro Cultural Venda Nova;CULTURAL;RUA;JOSE FERREIRA DOS SANTOS;0;;Jardim dos Comerciários;;;POINT (607588.26 7810333.57)
105;Centro Cultural Vila Fátima;CULTURAL;RUA;SAO MIGUEL ARCANJO;0;;Nossa Senhora de Fátima;;;POINT (614797.16 7795694.35)
106;Biblioteca do Centro Cultural Vila Fátima;CULTURAL;RUA;SAO MIGUEL ARCANJO;0;;Nossa Senhora de Fátima;;;POINT (614797.16 7795694.35)
107;Centro Cultural Vila Marçola;CULTURAL;RUA;MANGABEIRA DA SERRA;0;;Marçola;;;POINT (614135.83 7794324.46)
108;Biblioteca do Centro Cultural Vila Marçola;CULTURAL;RUA;MANGABEIRA DA SERRA;0;;Marçola;;;POINT (614135.83 7794324.46)
109;Centro Cultural Vila Santa Rita;CULTURAL;RUA;ANA RAFAEL DOS SANTOS;0;;Santa Rita;;;POINT (601426.44 7787199.91)
110;Biblioteca do Centro Cultural Vila Santa Rita;CULTURAL;RUA;ANA RAFAEL DOS SANTOS;0;;Santa Rita;;;POINT (601426.44 7787199.91)
111;Centro Cultural Zilah Spósito;CULTURAL;RUA;CARNAUBA;0;;Zilah Spósito;;;POINT (612821.14 7810177.92)
112;Biblioteca do Centro Cultural Zihah Spósito;CULTURAL;RUA;CARNAUBA;0;;Zilah Spósito;;;POINT (612821.14 7810177.92)
113;Escola Livre de Artes Arena da Cultura;CULTURAL;AVENIDA;DOS ANDRADAS;0;B;Centro;;;POINT (611523.40 7797214.99)
114;Museu Casa Kubitschek;CULTURAL;AVENIDA;OTACILIO NEGRAO DE LIMA;0;;Bandeirantes;;;POINT (606784.53 7804252.10)
115;Museu Da Moda;CULTURAL;RUA;DA BAHIA;0;;Centro;;;POINT (611215.49 7796477.24)
116;Biblioteca do Museu da Moda;CULTURAL;RUA;DA BAHIA;0;;Centro;;;POINT (611215.49 7796477.24)
117;Museu Da Imagem E Do Som De Belo Horizonte;CULTURAL;AVENIDA;ALVARES CABRAL;0;;Lourdes;;;POINT (610917.61 7796250.95)
118;Cine Santa Tereza;CULTURAL;RUA;ESTRELA DO SUL;0;;Santa Tereza;;;POINT (613364.41 7797416.51)
119;Biblioteca do MIS Cine Santa Tereza;CULTURAL;RUA;ESTRELA DO SUL;0;;Santa Tereza;;;POINT (613364.41 7797416.51)
120;Museu de Arte da Pampulha;CULTURAL;PRACA;DO MUSEU DE ARTE;0;;Lagoa da Pampulha;;;POINT (607463.50 7804614.50)
121;Biblioteca do Museu de Arte da Pampulha;CULTURAL;PRACA;DO MUSEU DE ARTE;0;;Lagoa da Pampulha;;;POINT (607463.50 7804614.50)
122;Museu Histórico Abílio Barreto;CULTURAL;AVENIDA;PRUDENTE DE MORAIS;0;;Cidade Jardim;;;POINT (610147.72 7795119.60)
123;Biblioteca do Museu Histórico Abílio Barreto;CULTURAL;AVENIDA;PRUDENTE DE MORAIS;0;;Cidade Jardim;;;POINT (610147.72 7795119.60)
124;Teatro Francisco Nunes;CULTURAL;AVENIDA;AFONSO PENA;0;;Centro;;;POINT (611469.12 7796539.77)
125;Teatro Marilia;CULTURAL;AVENIDA;PROFESSOR ALFREDO BALENA;0;;Santa Efigênia;;;POINT (611809.26 7796308.56)
126;Espaço Cênico Yogifumi Yagi  Teatro Raul Belém Machado;CULTURAL;RUA;LEONIL PRATA;0;;Alípio de Melo;;;POINT (604040.33 7799604.07)
127;Parque Ecológico Vencesli Firmino da Silva;NATURAL;RUA;DOS AGRONOMOS;0;;Alípio de Melo;;;POINT (604649.06 7800058.00)
128;Parque Ecológico e de Lazer do Bairro Caiçara;NATURAL;RUA;DO TICOTICO;0;;Alto Caiçaras;;;POINT (607565.41 7799636.44)
129;Parque Municipal Monsenhor Expedito D’Ávila;NATURAL;PRACA;MARINO MENDES CAMPOS;0;;Anchieta;;;POINT (612339.00 7793381.52)
130;Parque Municipal Monsenhor Expedito D’Ávila;NATURAL;AVENIDA;DOS BANDEIRANTES;0;;Anchieta;;;POINT (612290.20 7793259.98)
131;Cemitério do Bonfim;NATURAL;RUA;BONFIM;0;;Bonfim;;;POINT (609758.64 7798238.18)
132;Parque Aggeo Pio Sobrinho;NATURAL;AVENIDA;PROFESSOR MARIO WERNECK;0;;Buritis;;;POINT (607662.56 7790804.86)
133;Cemitério da Paz;NATURAL;AVENIDA;PRESIDENTE CARLOS LUZ;0;;Caiçaras;;;POINT (608214.30 7799220.48)
134;Parque Municipal Ursulina de Andrade Mello;NATURAL;RUA;DOUTOR SYLVIO MENICUCCI;0;;Castelo;;;POINT (604721.81 7800651.39)
135;Parque Municipal Américo Renné Giannetti;NATURAL;AVENIDA;AFONSO PENA;0;;Centro;;;POINT (611355.27 7796780.24)
136;Parque Municipal Américo Renné Giannetti;NATURAL;AVENIDA;DOS ANDRADAS;0;;Centro;;;POINT (611594.81 7796787.45)
137;Parque Municipal Américo Renné Giannetti;NATURAL;AVENIDA;AFONSO PENA;0;;Centro;;;POINT (611469.12 7796539.77)
138;Parque Municipal Américo Renné Giannetti;NATURAL;ALAMEDA;EZEQUIEL DIAS;0;;Centro;;;POINT (611720.47 7796556.09)
139;Parque Ecológico e Cultural Professor Marcos Mazzoni;NATURAL;RUA;DEPUTADO BERNARDINO DE SENA FIGUEIREDO;0;;Cidade Nova;;;POINT (613015.86 7800362.06)
140;CEVAE Coqueiros;NATURAL;RUA;ENEIDA;0;;Coqueiros;;;POINT (602385.32 7799500.36)
141;Parque Amilcar Vianna Martins;NATURAL;RUA;COBRE;0;;Cruzeiro;;;POINT (612505.18 7794469.00)
142;Parque Dona Clara;NATURAL;RUA;MINISTRO OROZIMBO NONATO;0;;Dona Clara;;;POINT (611242.63 7803867.43)
143;Parque da Vila Pantanal;NATURAL;RUA;GERALDO VASCONCELLOS;0;;Estoril;;;POINT (608692.65 7792934.69)
144;Parque Bandeirante Silva Ortiz;NATURAL;RUA;JOSE CLAUDIO REZENDE;0;;Estoril;;;POINT (608440.07 7792112.12)
145;Parque José Lopes dos Reis;NATURAL;RUA;ALBANIA;0;;Europa;;;POINT (608357.32 7810116.92)
146;Parque Professor Guilherme Lage;NATURAL;RUA;PADRE JOSE ALVES;0;;Eymard;;;POINT (612935.83 7802875.37)
147;Parque Halley Alves Bessa;NATURAL;RUA;AUSTRIA;0;;Havaí;;;POINT (608142.85 7792093.26)
148;Parque do Conjunto Estrela Dalva;NATURAL;AVENIDA;COSTA DO MARFIM;0;;Havaí;;;POINT (607734.28 7792143.73)
149;Parque do Bairro Havaí;NATURAL;RUA;MANILA;0;;Havaí;;;POINT (607896.39 7792283.89)
150;Parque Municipal Fazenda Lagoa do Nado;NATURAL;RUA;MINISTRO HERMENEGILDO DE BARROS;0;;Itapoã;;;POINT (608725.41 7806651.47)
151;Parque Municipal Fazenda Lagoa do Nado;NATURAL;RUA;DESEMBARGADOR LINCOLN PRATES;0;;Itapoã;;;POINT (608946.10 7806835.07)
152;Cemitério da Consolação;NATURAL;RUA;JOSE GOMES DOMINGUES;0;;Jaqueline;;;POINT (610156.66 7809760.39)
153;Parque Mosteiro Tom Jobim;NATURAL;RUA;DOUTOR ISMAEL DE FARIA;0;;Luxemburgo;;;POINT (609327.19 7793635.50)
154;Parque das Mangabeiras  Maurício Campos;NATURAL;RUA;CARACA;0;;Mangabeiras;;;POINT (613505.51 7794351.90)
155;Parque das Mangabeiras  Maurício Campos;NATURAL;PRACA;CIDADE DO PORTO;0;;Mangabeiras;;;POINT (613468.46 7794241.36)
156;Parque da Serra do Curral;NATURAL;AVENIDA;JOSE DE PATROCINIO PONTES;0;;Mangabeiras;;;POINT (613108.56 7792376.11)
62;Museu de História Natural e Jardim Botânico da UFMG;CULTURAL;RUA;GUSTAVO DA SILVEIRA;0;;Horto Florestal;;;POINT (613746.27 7799960.26)
63;Iate Tênis Clube;CULTURAL;AVENIDA;OTACILIO NEGRAO DE LIMA;0;;Lagoa da Pampulha;;;POINT (607208.58 7804291.50)
64;Igreja São Francisco de Assis;CULTURAL;AVENIDA;OTACILIO NEGRAO DE LIMA;0;;Lagoa da Pampulha;;;POINT (606895.66 7803860.17)
65;Memorial MinasJapão;CULTURAL;AVENIDA;OTACILIO NEGRAO DE LIMA;0;;Lagoa da Pampulha;;;POINT (605353.06 7804470.98)
66;Feira da Afonso Pena (Feira Hippie);GASTRONOMIA E COMPRAS;;;0;;;;Parque Municipal;POINT (611444.00 7796519.40)
67;Feira de Flores e Plantas Naturais;GASTRONOMIA E COMPRAS;;;0;;;;Avenida Carandaí entre Avenida Brasil e Rua Ceará;POINT (612201.72 7796098.51)
68;Serra do Curral;NATURAL;;;0;;;;Praça Estado de Israel;POINT (613705.78 7792528.40)
69;Viaduto Santa Tereza;CULTURAL;;;0;;;;Entre Rua da Bahia e Sapucai;POINT (611467.60 7796995.93)
70;Palácio da Liberdade;CULTURAL;;;0;;;;Praça da Liberdade;POINT (611094.51 7795520.09)
71;Mirante de Arte Urbana da Rua Sapucaí;CULTURAL;;;0;;;;Rua Sapucai, sn;POINT (611775.72 7797532.09)
72;Mirante do Mangabeiras;ENTRETENIMENTO E LAZER;;;0;;;;Entre a Praça do Papa e Parque Mangabeiras;POINT (613755.10 7793386.86)
73;Arquivo Público da Cidade de Belo Horizonte;CULTURAL;RUA;DO ITAMBE;0;;Floresta;;;POINT (611813.27 7796936.54)
74;Biblioteca Infantil Juvenil De Belo Horizonte;CULTURAL;PRACA;RUI BARBOSA;0;;Centro;;;POINT (611595.72 7797479.17)
75;Centro Cultural Usina de Cultura;CULTURAL;RUA;DOM CABRAL;0;;Ipiranga;;;POINT (611877.95 7800785.43)
76;Biblioteca do Centro Cultural Usina de Cultura;CULTURAL;RUA;DOM CABRAL;0;;Ipiranga;;;POINT (611877.95 7800785.43)
77;Centro de Referência da Cultura Popular e Tradicional Lagoa Do Nado;CULTURAL;RUA;MINISTRO HERMENEGILDO DE BARROS;0;;Itapoã;;;POINT (608723.26 7806648.24)
78;Biblioteca do Centro de Referência da Cultura Popular e Tradicional Lagoa do Nado;CULTURAL;RUA;MINISTRO HERMENEGILDO DE BARROS;0;;Itapoã;;;POINT (608723.26 7806648.24)
79;Centro De Referência Da Memória De Venda Nova;CULTURAL;RUA;BOA VISTA;0;;São João Batista;;;POINT (609580.16 7808199.68)
80;Casa Do BaileCentro de Referência de Arquitetura, Urbanismo e Design ;CULTURAL;AVENIDA;OTACILIO NEGRAO DE LIMA;0;;Lagoa da Pampulha;;;POINT (607839.77 7804288.39)
81;Centro Cultural Alto Vera Cruz;CULTURAL;RUA;PADRE JULIO MARIA;0;;Alto Vera Cruz;;;POINT (616243.10 7797578.02)
157;Parque das Mangabeiras  Maurício Campos;NATURAL;AVENIDA;JOSE DE PATROCINIO PONTES;0;;Mangabeiras;;;POINT (614308.54 7793124.36)
158;Parque Nossa Senhora da Piedade;NATURAL;RUA;RUBENS DE SOUZA PIMENTEL;0;;Minaslândia;;;POINT (612279.78 7804976.32)
159;Parque Primeiro de Maio;NATURAL;RUA;JOANA D'ARC;0;;Minaslândia;;;POINT (611816.65 7804098.25)
160;CEVAE Morro das Pedras;NATURAL;RUA;BELFORT ROXO;0;;Nova Granada;;;POINT (608221.00 7794395.44)
161;Parque Marcus Pereira de Mello;NATURAL;RUA;DOUTOR JOSE OLIMPIO BORGES;0;;Novo São Lucas;;;POINT (613590.08 7795960.93)
162;Parque Elias Michel Farah;NATURAL;RUA;DESEMBARGADOR PAULO MOTA;0;;Ouro Preto;;;POINT (606796.98 7802055.99)
163;Parque Ecológico Renato Azeredo;NATURAL;RUA;ANTONIO PEREGRINO NASCIMENTO;0;;Palmares;;;POINT (611662.93 7801979.75)
164;Jardim Zoológico;NATURAL;AVENIDA;ANTONIO FRANCISCO LISBOA;0;;Bandeirantes;;;POINT (603138.30 7802981.32)
165;Jardim Zoológico;NATURAL;AVENIDA;OTACILIO NEGRAO DE LIMA;0;;Bandeirantes;;;POINT (604126.25 7804181.62)
166;Jardim Botânico;NATURAL;AVENIDA;OTACILIO NEGRAO DE LIMA;0;;Bandeirantes;;;POINT (604126.25 7804181.62)
167;Parque Cássia Eller;NATURAL;RUA;SILVIO PEREIRA BATISTA;0;;Paquetá;;;POINT (605564.96 7801131.85)
168;Parque do Bairro Planalto;NATURAL;RUA;SAO JOSE DO JACURI;0;;Planalto;;;POINT (609715.10 7806358.21)
169;Parque Jornalista Eduardo Couri;NATURAL;AVENIDA;ARTUR BERNARDES;0;;Santa Lúcia;;;POINT (610141.91 7793562.72)
170;Parque Ecológico Pedro Machado;NATURAL;RUA;CASTRO MENEZES;0;;Santa Maria;;;POINT (603419.51 7795109.01)
171;Parque Ecológico Universitário;NATURAL;RUA;ARISTOTELES RIBEIRO VASCONCELOS;0;A;Santa Rosa;;;POINT (610703.78 7803081.81)
172;Parque Rosinha Cadar;NATURAL;RUA;RODRIGUES CALDAS;0;;Santo Agostinho;;;POINT (609652.68 7795726.78)
173;Parque Rosinha Cadar;NATURAL;RUA;MATIAS CARDOSO;0;;Santo Agostinho;;;POINT (609640.32 7795657.46)
174;Área do vertedouro da Barragem Santa Lúcia;NATURAL;RUA;ENGENHEIRO ZOROASTRO TORRES;0;;Santo Antônio;;;POINT (610307.17 7793709.27)
175;Parque Municipal Tião dos Santos;NATURAL;RUA;OPERARIO SILVA;0;;São Gabriel;;;POINT (613507.07 7803975.94)
176;Parque Linear do Vale do Arrudas;NATURAL;AVENIDA;DOS ANDRADAS;0;;São Geraldo;;;POINT (615808.89 7798901.20)
177;Cemitério da Saudade;NATURAL;PRACA;LOUIS BRAILLE;0;;Saudade;;;POINT (615188.67 7797139.25)
178;CEVAE Serra Verde;NATURAL;RUA;SEBASTIAO GOMES PEREIRA;0;;Serra Verde;;;POINT (609663.47 7810918.85)
179;Parque Mata das Borboletas;NATURAL;RUA;ASSUNCAO;0;;Sion;;;POINT (611369.09 7792852.77)
